Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,A3Graph: Adversarial attributed autoencoder for graph representation learning,2-s2.0-85104979727,https://www.scopus.com/record/display.url?eid=2-s2.0-85104979727&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Robust Training of Graph Convolutional Networks via Latent Perturbation,2-s2.0-85103233828,https://www.scopus.com/record/display.url?eid=2-s2.0-85103233828&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Survey on graph embeddings and their applications to machine learning problems on graphs,2-s2.0-85101187303,https://www.scopus.com/record/display.url?eid=2-s2.0-85101187303&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Community-centric graph convolutional network for unsupervised community detection,2-s2.0-85097342219,https://www.scopus.com/record/display.url?eid=2-s2.0-85097342219&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Adaptive graph convolutional network with attention graph clustering for co-saliency detection,2-s2.0-85094106897,https://www.scopus.com/record/display.url?eid=2-s2.0-85094106897&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Sequence Generation Network Based on Hierarchical Attention for Multi-Charge Prediction,2-s2.0-85087329179,https://www.scopus.com/record/display.url?eid=2-s2.0-85087329179&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Adaptive knowledge subgraph ensemble for robust and trustworthy knowledge graph completion,2-s2.0-85074459402,https://www.scopus.com/record/display.url?eid=2-s2.0-85074459402&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Relation structure-aware heterogeneous graph neural network,2-s2.0-85078882600,https://www.scopus.com/record/display.url?eid=2-s2.0-85078882600&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,HpGAT: High-order proximity informed graph attention network,2-s2.0-85078279896,https://www.scopus.com/record/display.url?eid=2-s2.0-85078279896&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Attributed graph clustering: A deep attentional embedding approach,2-s2.0-85074923849,https://www.scopus.com/record/display.url?eid=2-s2.0-85074923849&origin=resultslist
