Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85108849451,https://www.scopus.com/record/display.url?eid=2-s2.0-85108849451&origin=resultslist,Broadband photocurrent spectroscopy and temperature dependence of band gap of few-layer indium selenide (InSe),2-s2.0-85108792801,https://www.scopus.com/record/display.url?eid=2-s2.0-85108792801&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Heterostructured Materials,2-s2.0-85189440300,https://www.scopus.com/record/display.url?eid=2-s2.0-85189440300&origin=resultslist,Exceptionally strong and ductile bulk metallic glass composite with bioinspired architecture mimicking porcupine fish spine,2-s2.0-85189493702,https://www.scopus.com/record/display.url?eid=2-s2.0-85189493702&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85195833801,https://www.scopus.com/record/display.url?eid=2-s2.0-85195833801&origin=resultslist,Influences of Cu content on the microstructure and reinforcing behavior of network AlN/Al composites at 350 °C,2-s2.0-85195875669,https://www.scopus.com/record/display.url?eid=2-s2.0-85195875669&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-84984979653,https://www.scopus.com/record/display.url?eid=2-s2.0-84984979653&origin=resultslist,Enhancement of the Sub-Band-Gap Photoconductivity in ZnO Nanowires through Surface Functionalization with Carbon Nanodots,2-s2.0-85041203318,https://www.scopus.com/record/display.url?eid=2-s2.0-85041203318&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-84984979653,https://www.scopus.com/record/display.url?eid=2-s2.0-84984979653&origin=resultslist,Novel approaches towards highly selective self-powered gas sensors,2-s2.0-84985011701,https://www.scopus.com/record/display.url?eid=2-s2.0-84985011701&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85198614143,https://www.scopus.com/record/display.url?eid=2-s2.0-85198614143&origin=resultslist,Metal nanoparticles decorated two-dimensional nanosheets as heterogeneous catalysts for coupling reactions,2-s2.0-85143795912,https://www.scopus.com/record/display.url?eid=2-s2.0-85143795912&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85138401879,https://www.scopus.com/record/display.url?eid=2-s2.0-85138401879&origin=resultslist,"Theoretical aspects of sulfide and selenides: Structure, point defects, and electronic structure modifications",2-s2.0-85138409255,https://www.scopus.com/record/display.url?eid=2-s2.0-85138409255&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85137874285,https://www.scopus.com/record/display.url?eid=2-s2.0-85137874285&origin=resultslist,Investigation on the Fatigue Crack Propagation of Medium-Entropy Alloys with Heterogeneous Microstructures,2-s2.0-85137910137,https://www.scopus.com/record/display.url?eid=2-s2.0-85137910137&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85134219899,https://www.scopus.com/record/display.url?eid=2-s2.0-85134219899&origin=resultslist,Fabrication of Carbon Nanotube Field-Effect Transistor Using Shadow Mask Technique,2-s2.0-85134233398,https://www.scopus.com/record/display.url?eid=2-s2.0-85134233398&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85189653094,https://www.scopus.com/record/display.url?eid=2-s2.0-85189653094&origin=resultslist,Achieving high strength-ductility of an Al–Mg–Si–Cu alloy via heterostructure coupling with pre-aging precipitation,2-s2.0-85189674337,https://www.scopus.com/record/display.url?eid=2-s2.0-85189674337&origin=resultslist
