Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Source-free video domain adaptation by learning from noisy labels,2-s2.0-85214285984,https://www.scopus.com/record/display.url?eid=2-s2.0-85214285984&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Uncertainty measures: A critical survey,2-s2.0-85202787184,https://www.scopus.com/record/display.url?eid=2-s2.0-85202787184&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Robust source-free domain adaptation with anti-adversarial samples training,2-s2.0-85208148396,https://www.scopus.com/record/display.url?eid=2-s2.0-85208148396&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Consistency-guided Multi-Source-Free Domain Adaptation,2-s2.0-85207261606,https://www.scopus.com/record/display.url?eid=2-s2.0-85207261606&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Multi-source subdomain negative transfer suppression and multiple pseudo-labels guidance alignment: A method for fault diagnosis under cross-working conditions,2-s2.0-85202502456,https://www.scopus.com/record/display.url?eid=2-s2.0-85202502456&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Global self-sustaining and local inheritance for source-free unsupervised domain adaptation,2-s2.0-85196304782,https://www.scopus.com/record/display.url?eid=2-s2.0-85196304782&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Pseudo-label refinement via hierarchical contrastive learning for source-free unsupervised domain adaptation,2-s2.0-85206991702,https://www.scopus.com/record/display.url?eid=2-s2.0-85206991702&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Unified multi-level neighbor clustering for Source-Free Unsupervised Domain Adaptation,2-s2.0-85192259627,https://www.scopus.com/record/display.url?eid=2-s2.0-85192259627&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Local–global pseudo-label correction for source-free domain adaptive medical image segmentation,2-s2.0-85188800292,https://www.scopus.com/record/display.url?eid=2-s2.0-85188800292&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,2-s2.0-85147103660,https://www.scopus.com/record/display.url?eid=2-s2.0-85147103660&origin=resultslist,Source-free domain adaptation with unrestricted source hypothesis,2-s2.0-85184994480,https://www.scopus.com/record/display.url?eid=2-s2.0-85184994480&origin=resultslist
Model Adaptation: Unsupervised Domain Adaptation without Source Data,2-s2.0-85094114118,https://www.scopus.com/record/display.url?eid=2-s2.0-85094114118&origin=resultslist,Model adaptation: Unsupervised domain adaptation without source data,2-s2.0-85106109327,https://www.scopus.com/record/display.url?eid=2-s2.0-85106109327&origin=resultslist,Source-free Depth for Object Pop-out,2-s2.0-85183861901,https://www.scopus.com/record/display.url?eid=2-s2.0-85183861901&origin=resultslist
