EID,Abstract,Year,Title
2-s2.0-85086360607,https://www.scopus.com/record/display.url?eid=2-s2.0-85086360607&origin=resultslist,2020,Thermally treated zeolitic imidazolate framework-8 (ZIF-8) for visible light photocatalytic degradation of gaseous formaldehyde
2-s2.0-85111644517,https://www.scopus.com/record/display.url?eid=2-s2.0-85111644517&origin=resultslist,2021,Evading strength-corrosion tradeoff in Mg alloys via dense ultrafine twins
2-s2.0-85078339946,https://www.scopus.com/record/display.url?eid=2-s2.0-85078339946&origin=resultslist,2020,The effectiveness of nonpharmacological interventions for informal dementia caregivers: An updated systematic review and meta-analysis
2-s2.0-85079457192,https://www.scopus.com/record/display.url?eid=2-s2.0-85079457192&origin=resultslist,2020,Strongly Emissive Lead-Free 0D Cs<sub>3</sub>Cu<sub>2</sub>I<sub>5</sub> Perovskites Synthesized by a Room Temperature Solvent Evaporation Crystallization for Down-Conversion Light-Emitting Devices and Fluorescent Inks
2-s2.0-85089150274,https://www.scopus.com/record/display.url?eid=2-s2.0-85089150274&origin=resultslist,2020,In Situ Electrochemical Synthesis of MXenes without Acid/Alkali Usage in/for an Aqueous Zinc Ion Battery
2-s2.0-85092706415,https://www.scopus.com/record/display.url?eid=2-s2.0-85092706415&origin=resultslist,2021,Can AI artifacts influence human cognition? The effects of artificial autonomy in intelligent personal assistants
2-s2.0-85082887977,https://www.scopus.com/record/display.url?eid=2-s2.0-85082887977&origin=resultslist,2020,High efficiency and stability of ink-jet printed quantum dot light emitting diodes
2-s2.0-85119601387,https://www.scopus.com/record/display.url?eid=2-s2.0-85119601387&origin=resultslist,2022,Blockchain and PUF-Based Lightweight Authentication Protocol for Wireless Medical Sensor Networks
2-s2.0-85079790745,https://www.scopus.com/record/display.url?eid=2-s2.0-85079790745&origin=resultslist,2020,Boundary Antidisturbance Control of a Spatially Nonlinear Flexible String System
2-s2.0-85078252460,https://www.scopus.com/record/display.url?eid=2-s2.0-85078252460&origin=resultslist,2020,Visible-light active titanium dioxide nanomaterials with bactericidal properties
2-s2.0-85076572227,https://www.scopus.com/record/display.url?eid=2-s2.0-85076572227&origin=resultslist,2020,Daytime passive radiative cooling by ultra emissive bio-inspired polymeric surface
2-s2.0-85113667944,https://www.scopus.com/record/display.url?eid=2-s2.0-85113667944&origin=resultslist,2021,A Generalized Loss Function for Crowd Counting and Localization
2-s2.0-85078896655,https://www.scopus.com/record/display.url?eid=2-s2.0-85078896655&origin=resultslist,2020,Theory of deep convolutional neural networks: Downsampling
2-s2.0-85079032984,https://www.scopus.com/record/display.url?eid=2-s2.0-85079032984&origin=resultslist,2020,Introducing Oxygen Defects into Phosphate Ions Intercalated Manganese Dioxide/Vertical Multilayer Graphene Arrays to Boost Flexible Zinc Ion Storage
2-s2.0-85097368095,https://www.scopus.com/record/display.url?eid=2-s2.0-85097368095&origin=resultslist,2021,Modified hyaluronic acid hydrogels with chemical groups that facilitate adhesion to host tissues enhance cartilage regeneration
2-s2.0-85114697648,https://www.scopus.com/record/display.url?eid=2-s2.0-85114697648&origin=resultslist,2021,Interfacial Laser-Induced Graphene Enabling High-Performance Liquid−Solid Triboelectric Nanogenerator
2-s2.0-85099758567,https://www.scopus.com/record/display.url?eid=2-s2.0-85099758567&origin=resultslist,2021,A New Switched System Approach to Leader-Follower Consensus of Heterogeneous Linear Multiagent Systems with DoS Attack
2-s2.0-85076543497,https://www.scopus.com/record/display.url?eid=2-s2.0-85076543497&origin=resultslist,2020,2D black phosphorus dotted with silver nanoparticles: An excellent lubricant additive for tribological applications
2-s2.0-85096784602,https://www.scopus.com/record/display.url?eid=2-s2.0-85096784602&origin=resultslist,2021,Effects of Anion Carriers on Capacitance and Self-Discharge Behaviors of Zinc Ion Capacitors
2-s2.0-85085657976,https://www.scopus.com/record/display.url?eid=2-s2.0-85085657976&origin=resultslist,2020,"Green synthesis of gold and silver nanoparticles using leaf extract of clerodendrum inerme; characterization, antimicrobial, and antioxidant activities"
2-s2.0-85173966425,https://www.scopus.com/record/display.url?eid=2-s2.0-85173966425&origin=resultslist,2023,BiFormer: Vision Transformer with Bi-Level Routing Attention
2-s2.0-85106306570,https://www.scopus.com/record/display.url?eid=2-s2.0-85106306570&origin=resultslist,2021,TRPM7 kinase-mediated immunomodulation in macrophage plays a central role in magnesium ion-induced bone regeneration
2-s2.0-85078520221,https://www.scopus.com/record/display.url?eid=2-s2.0-85078520221&origin=resultslist,2020,Deep Guided Learning for Fast Multi-Exposure Image Fusion
2-s2.0-85083317814,https://www.scopus.com/record/display.url?eid=2-s2.0-85083317814&origin=resultslist,2020,Anchoring MnO<sub>2</sub> on nitrogen-doped porous carbon nanosheets as flexible arrays cathodes for advanced rechargeable Zn–MnO<sub>2</sub> batteries
2-s2.0-85097016134,https://www.scopus.com/record/display.url?eid=2-s2.0-85097016134&origin=resultslist,2021,Recent Progress in Short- to Long-Wave Infrared Photodetection Using 2D Materials and Heterostructures
2-s2.0-85117437749,https://www.scopus.com/record/display.url?eid=2-s2.0-85117437749&origin=resultslist,2021,Nanoprecipitate-Strengthened High-Entropy Alloys
2-s2.0-85104751146,https://www.scopus.com/record/display.url?eid=2-s2.0-85104751146&origin=resultslist,2021,Metastable 1T′-phase group VIB transition metal dichalcogenide crystals
2-s2.0-85124429674,https://www.scopus.com/record/display.url?eid=2-s2.0-85124429674&origin=resultslist,2022,Resilient practical cooperative output regulation for MASs with unknown switching exosystem dynamics under DoS attacks
2-s2.0-85089147889,https://www.scopus.com/record/display.url?eid=2-s2.0-85089147889&origin=resultslist,2021,Synergistic antibacterial activity of physical-chemical multi-mechanism by TiO<sub>2</sub> nanorod arrays for safe biofilm eradication on implant
2-s2.0-85052552163,https://www.scopus.com/record/display.url?eid=2-s2.0-85052552163&origin=resultslist,2020,Business Strategy and Corporate Social Responsibility
2-s2.0-85123793236,https://www.scopus.com/record/display.url?eid=2-s2.0-85123793236&origin=resultslist,2022,"Inhibiting the Leidenfrost effect above 1,000 °C for sustained thermal cooling"
2-s2.0-85096238019,https://www.scopus.com/record/display.url?eid=2-s2.0-85096238019&origin=resultslist,2020,High-performance organic second- And third-order nonlinear optical materials for ultrafast information processing
2-s2.0-85089667281,https://www.scopus.com/record/display.url?eid=2-s2.0-85089667281&origin=resultslist,2020,NTIRE 2020 challenge on spectral reconstruction from an RGB image
2-s2.0-85108114257,https://www.scopus.com/record/display.url?eid=2-s2.0-85108114257&origin=resultslist,2021,Hierarchically Hollow Microfibers as a Scalable and Effective Thermal Insulating Cooler for Buildings
2-s2.0-85045982692,https://www.scopus.com/record/display.url?eid=2-s2.0-85045982692&origin=resultslist,2020,Enabling Efficient User Revocation in Identity-Based Cloud Storage Auditing for Shared Big Data
2-s2.0-85126653913,https://www.scopus.com/record/display.url?eid=2-s2.0-85126653913&origin=resultslist,2022,Tracking the sliding of grain boundaries at the atomic scale
2-s2.0-85115423346,https://www.scopus.com/record/display.url?eid=2-s2.0-85115423346&origin=resultslist,2021,Three-dimensional electronic microfliers inspired by wind-dispersed seeds
2-s2.0-85058173278,https://www.scopus.com/record/display.url?eid=2-s2.0-85058173278&origin=resultslist,2020,Prespecified-Time Cluster Synchronization of Complex Networks via a Smooth Control Approach
2-s2.0-85083546199,https://www.scopus.com/record/display.url?eid=2-s2.0-85083546199&origin=resultslist,2020,Irreversible accumulated SERS behavior of the molecule-linked silver and silver-doped titanium dioxide hybrid system
2-s2.0-85097496431,https://www.scopus.com/record/display.url?eid=2-s2.0-85097496431&origin=resultslist,2021,Electrocatalytic Iodine Reduction Reaction Enabled by Aqueous Zinc-Iodine Battery with Improved Power and Energy Densities
2-s2.0-85083975031,https://www.scopus.com/record/display.url?eid=2-s2.0-85083975031&origin=resultslist,2020,Osmosis-Powered Hydrogel Microneedles for Microliters of Skin Interstitial Fluid Extraction within Minutes
2-s2.0-85096675920,https://www.scopus.com/record/display.url?eid=2-s2.0-85096675920&origin=resultslist,2021,Managing Locally Excited and Charge-Transfer Triplet States to Facilitate Up-Conversion in Red TADF Emitters That Are Available for Both Vacuum- and Solution-Processes
2-s2.0-85104597072,https://www.scopus.com/record/display.url?eid=2-s2.0-85104597072&origin=resultslist,2021,Toward Adaptive Knowledge Transfer in Multifactorial Evolutionary Computation
2-s2.0-85124521876,https://www.scopus.com/record/display.url?eid=2-s2.0-85124521876&origin=resultslist,2022,Efficient Ammonia Electrosynthesis and Energy Conversion through a Zn-Nitrate Battery by Iron Doping Engineered Nickel Phosphide Catalyst
2-s2.0-85088666998,https://www.scopus.com/record/display.url?eid=2-s2.0-85088666998&origin=resultslist,2020,Fine-Tuning the Homometallic Interface of Au-on-Au Nanorods and Their Photothermal Therapy in the NIR-II Window
2-s2.0-85083419780,https://www.scopus.com/record/display.url?eid=2-s2.0-85083419780&origin=resultslist,2020,Dead Zone Compensation and Adaptive Vibration Control of Uncertain Spatial Flexible Riser Systems
2-s2.0-85083862127,https://www.scopus.com/record/display.url?eid=2-s2.0-85083862127&origin=resultslist,2020,Ab initio theory of the negatively charged boron vacancy qubit in hexagonal boron nitride
2-s2.0-85122280880,https://www.scopus.com/record/display.url?eid=2-s2.0-85122280880&origin=resultslist,2021,High-security anti-counterfeiting through upconversion luminescence
2-s2.0-85084806878,https://www.scopus.com/record/display.url?eid=2-s2.0-85084806878&origin=resultslist,2020,Stabilized Co<sup>3+</sup>/Co<sup>4+</sup> Redox Pair in In Situ Produced CoSe<sub>2−</sub><sub>x</sub>-Derived Cobalt Oxides for Alkaline Zn Batteries with 10 000-Cycle Lifespan and 1.9-V Voltage Plateau
2-s2.0-85077084003,https://www.scopus.com/record/display.url?eid=2-s2.0-85077084003&origin=resultslist,2020,Actively controllable topological phase transition in homogeneous piezoelectric rod system
2-s2.0-85137897957,https://www.scopus.com/record/display.url?eid=2-s2.0-85137897957&origin=resultslist,2022,Anion-Trap Engineering toward Remarkable Crystallographic Reorientation and Efficient Cation Migration of Zn Ion Batteries
2-s2.0-85098746571,https://www.scopus.com/record/display.url?eid=2-s2.0-85098746571&origin=resultslist,2022,Affine Transformation-Enhanced Multifactorial Optimization for Heterogeneous Problems
2-s2.0-85099781518,https://www.scopus.com/record/display.url?eid=2-s2.0-85099781518&origin=resultslist,2021,Anisotropic angle distribution learning for head pose estimation and attention understanding in human-computer interaction
2-s2.0-85053111714,https://www.scopus.com/record/display.url?eid=2-s2.0-85053111714&origin=resultslist,2020,Dynamic Event-Triggered Control for Leader-Following Consensus of Multiagent Systems
2-s2.0-85117436996,https://www.scopus.com/record/display.url?eid=2-s2.0-85117436996&origin=resultslist,2021,"Fractal analysis on pore structure and hydration of magnesium oxysulfate cements by first principle, thermodynamic and microstructure-based methods"
2-s2.0-85090934601,https://www.scopus.com/record/display.url?eid=2-s2.0-85090934601&origin=resultslist,2020,Aqueous Zinc–Tellurium Batteries with Ultraflat Discharge Plateau and High Volumetric Capacity
2-s2.0-85084372780,https://www.scopus.com/record/display.url?eid=2-s2.0-85084372780&origin=resultslist,2020,Fast Multi-Scale Structural Patch Decomposition for Multi-Exposure Image Fusion
2-s2.0-85146481285,https://www.scopus.com/record/display.url?eid=2-s2.0-85146481285&origin=resultslist,2023,2D Transition Metal Dichalcogenides for Photocatalysis
2-s2.0-85099870938,https://www.scopus.com/record/display.url?eid=2-s2.0-85099870938&origin=resultslist,2021,Comparison of Full-Reference Image Quality Models for Optimization of Image Processing Systems
2-s2.0-85113694671,https://www.scopus.com/record/display.url?eid=2-s2.0-85113694671&origin=resultslist,2021,Recent progress on pristine two-dimensional metal-organic frameworks as active components in supercapacitors
2-s2.0-85081701140,https://www.scopus.com/record/display.url?eid=2-s2.0-85081701140&origin=resultslist,2020,Enhancing Performance of a GaAs/AlGaAs/GaAs Nanowire Photodetector Based on the Two-Dimensional Electron-Hole Tube Structure
2-s2.0-85072805673,https://www.scopus.com/record/display.url?eid=2-s2.0-85072805673&origin=resultslist,2020,Linking technological functions of fitness mobile apps with continuance usage among Chinese users: Moderating role of exercise self-efficacy
2-s2.0-85112600850,https://www.scopus.com/record/display.url?eid=2-s2.0-85112600850&origin=resultslist,2021,Optical Properties of Carbon Dots in the Deep-Red to Near-Infrared Region Are Attractive for Biomedical Applications
2-s2.0-85085328187,https://www.scopus.com/record/display.url?eid=2-s2.0-85085328187&origin=resultslist,2020,Flexible PVDF/nylon-11 electrospun fibrous membranes with aligned ZnO nanowires as potential triboelectric nanogenerators
2-s2.0-85082029801,https://www.scopus.com/record/display.url?eid=2-s2.0-85082029801&origin=resultslist,2020,A Constrained Multiobjective Evolutionary Algorithm with Detect-and-Escape Strategy
2-s2.0-85091215713,https://www.scopus.com/record/display.url?eid=2-s2.0-85091215713&origin=resultslist,2021,Nonlinear and Transient Stability Analysis of Phase-Locked Loops in Grid-Connected Converters
2-s2.0-85079552138,https://www.scopus.com/record/display.url?eid=2-s2.0-85079552138&origin=resultslist,2020,Multifunctional MXene/natural rubber composite films with exceptional flexibility and durability
2-s2.0-85088554844,https://www.scopus.com/record/display.url?eid=2-s2.0-85088554844&origin=resultslist,2020,Comparing generalized and specific problematic smartphone/internet use: Longitudinal relationships between smartphone applicationbased addiction and social media addiction and psychological distress
2-s2.0-85106604693,https://www.scopus.com/record/display.url?eid=2-s2.0-85106604693&origin=resultslist,2021,A parametric study of a hybrid battery thermal management system that couples PCM/copper foam composite with helical liquid channel cooling
2-s2.0-85080853579,https://www.scopus.com/record/display.url?eid=2-s2.0-85080853579&origin=resultslist,2020,PDR-Net: Perception-Inspired Single Image Dehazing Network with Refinement
2-s2.0-85103987413,https://www.scopus.com/record/display.url?eid=2-s2.0-85103987413&origin=resultslist,2021,Local chemical fluctuation mediated ductility in body-centered-cubic high-entropy alloys
2-s2.0-85086599185,https://www.scopus.com/record/display.url?eid=2-s2.0-85086599185&origin=resultslist,2020,Biomimetic osteogenic peptide with mussel adhesion and osteoimmunomodulatory functions to ameliorate interfacial osseointegration under chronic inflammation
2-s2.0-85120713813,https://www.scopus.com/record/display.url?eid=2-s2.0-85120713813&origin=resultslist,2022,A Versatile Cation Additive Enabled Highly Reversible Zinc Metal Anode
2-s2.0-85082943556,https://www.scopus.com/record/display.url?eid=2-s2.0-85082943556&origin=resultslist,2020,Synthesis of Palladium-Based Crystalline@Amorphous Core–Shell Nanoplates for Highly Efficient Ethanol Oxidation
2-s2.0-85076239978,https://www.scopus.com/record/display.url?eid=2-s2.0-85076239978&origin=resultslist,2020,Robust partial-nodes-based state estimation for complex networks under deception attacks
2-s2.0-85105545411,https://www.scopus.com/record/display.url?eid=2-s2.0-85105545411&origin=resultslist,2021,Boundary adaptive fault-tolerant control for a flexible Timoshenko arm with backlash-like hysteresis
2-s2.0-85127320528,https://www.scopus.com/record/display.url?eid=2-s2.0-85127320528&origin=resultslist,2022,"Chiral carbon dots: synthesis, optical properties, and emerging applications"
2-s2.0-85132955975,https://www.scopus.com/record/display.url?eid=2-s2.0-85132955975&origin=resultslist,2022,Tailoring the metal electrode morphology via electrochemical protocol optimization for long-lasting aqueous zinc batteries
2-s2.0-85101121543,https://www.scopus.com/record/display.url?eid=2-s2.0-85101121543&origin=resultslist,2022,Balancing Objective Optimization and Constraint Satisfaction in Constrained Evolutionary Multiobjective Optimization
2-s2.0-85094979918,https://www.scopus.com/record/display.url?eid=2-s2.0-85094979918&origin=resultslist,2020,Material platforms for defect qubits and single-photon emitters
2-s2.0-85094636586,https://www.scopus.com/record/display.url?eid=2-s2.0-85094636586&origin=resultslist,2020,Light Field Spatial Super-Resolution via Deep Combinatorial Geometry Embedding and Structural Consistency Regularization
2-s2.0-85103127713,https://www.scopus.com/record/display.url?eid=2-s2.0-85103127713&origin=resultslist,2021,Investigation of frequency-up conversion effect on the performance improvement of stack-based piezoelectric generators
2-s2.0-85089263174,https://www.scopus.com/record/display.url?eid=2-s2.0-85089263174&origin=resultslist,2020,Room-Temperature Lasing from Mie-Resonant Nonplasmonic Nanoparticles
2-s2.0-85076611716,https://www.scopus.com/record/display.url?eid=2-s2.0-85076611716&origin=resultslist,2020,Tuning the surface immunomodulatory functions of polyetheretherketone for enhanced osseointegration
2-s2.0-85132603403,https://www.scopus.com/record/display.url?eid=2-s2.0-85132603403&origin=resultslist,2022,Untethered small-scale magnetic soft robot with programmable magnetization and integrated multifunctional modules
2-s2.0-85093946055,https://www.scopus.com/record/display.url?eid=2-s2.0-85093946055&origin=resultslist,2020,Liquid-Free All-Solid-State Zinc Batteries and Encapsulation-Free Flexible Batteries Enabled by In Situ Constructed Polymer Electrolyte
2-s2.0-85086749848,https://www.scopus.com/record/display.url?eid=2-s2.0-85086749848&origin=resultslist,2020,Local Binary Pattern-Based Adaptive Differential Evolution for Multimodal Optimization Problems
2-s2.0-85089581980,https://www.scopus.com/record/display.url?eid=2-s2.0-85089581980&origin=resultslist,2020,Carbon Dots in Porous Materials: Host–Guest Synergy for Enhanced Performance
2-s2.0-85111672523,https://www.scopus.com/record/display.url?eid=2-s2.0-85111672523&origin=resultslist,2021,Photocurable bioresorbable adhesives as functional interfaces between flexible bioelectronic devices and soft biological tissues
2-s2.0-85115189692,https://www.scopus.com/record/display.url?eid=2-s2.0-85115189692&origin=resultslist,2022,On the Design of Blockchain-Based ECDSA With Fault-Tolerant Batch Verification Protocol for Blockchain-Enabled IoMT
2-s2.0-85077629377,https://www.scopus.com/record/display.url?eid=2-s2.0-85077629377&origin=resultslist,2020,Global warming changes tropical cyclone translation speed
2-s2.0-85095842733,https://www.scopus.com/record/display.url?eid=2-s2.0-85095842733&origin=resultslist,2021,Design of Fe-based nanocrystalline alloys with superior magnetization and manufacturability
2-s2.0-85101084967,https://www.scopus.com/record/display.url?eid=2-s2.0-85101084967&origin=resultslist,2021,Remaining useful life prediction and predictive maintenance strategies for multi-state manufacturing systems considering functional dependence
2-s2.0-85090426216,https://www.scopus.com/record/display.url?eid=2-s2.0-85090426216&origin=resultslist,2020,Silk fibroin-derived nitrogen-doped carbon quantum dots anchored on TiO<sub>2</sub> nanotube arrays for heterogeneous photocatalytic degradation and water splitting
2-s2.0-85094959935,https://www.scopus.com/record/display.url?eid=2-s2.0-85094959935&origin=resultslist,2021,Oligodendrocyte lineage cells and depression
2-s2.0-85096407734,https://www.scopus.com/record/display.url?eid=2-s2.0-85096407734&origin=resultslist,2020,An agglutinate magnetic spray transforms inanimate objects into millirobots for biomedical applications
2-s2.0-85102884574,https://www.scopus.com/record/display.url?eid=2-s2.0-85102884574&origin=resultslist,2021,Multi-heterostructure and mechanical properties of N-doped FeMnCoCr high entropy alloy
2-s2.0-85074533771,https://www.scopus.com/record/display.url?eid=2-s2.0-85074533771&origin=resultslist,2020,Patterned superhydrophobic polyvinylidene fluoride (PVDF) membranes for membrane distillation: Enhanced flux with improved fouling and wetting resistance
2-s2.0-85106459733,https://www.scopus.com/record/display.url?eid=2-s2.0-85106459733&origin=resultslist,2021,Explicit Evolutionary Multitasking for Combinatorial Optimization: A Case Study on Capacitated Vehicle Routing Problem
2-s2.0-85087117946,https://www.scopus.com/record/display.url?eid=2-s2.0-85087117946&origin=resultslist,2020,Literature review on the mechanical properties of materials after surface mechanical attrition treatment (SMAT)
2-s2.0-85099145347,https://www.scopus.com/record/display.url?eid=2-s2.0-85099145347&origin=resultslist,2021,Achieving large uniform tensile elasticity in microfabricated diamond
2-s2.0-85090294038,https://www.scopus.com/record/display.url?eid=2-s2.0-85090294038&origin=resultslist,2020,An irreversible electrolyte anion-doping strategy toward a superior aqueous Zn-organic battery
2-s2.0-85082446803,https://www.scopus.com/record/display.url?eid=2-s2.0-85082446803&origin=resultslist,2020,Sprayable superhydrophobic coating with high processibility and rapid damage-healing nature
2-s2.0-85108153975,https://www.scopus.com/record/display.url?eid=2-s2.0-85108153975&origin=resultslist,2021,Interlayer Structure Engineering of MXene-Based Capacitor-Type Electrode for Hybrid Micro-Supercapacitor toward Battery-Level Energy Density
2-s2.0-85097446705,https://www.scopus.com/record/display.url?eid=2-s2.0-85097446705&origin=resultslist,2021,Accommodating diverse ions in Prussian blue analogs frameworks for rechargeable batteries: The electrochemical redox reactions
2-s2.0-85085924476,https://www.scopus.com/record/display.url?eid=2-s2.0-85085924476&origin=resultslist,2020,Recent progress in efficient organic two-photon dyes for fluorescence imaging and photodynamic therapy
2-s2.0-85092690496,https://www.scopus.com/record/display.url?eid=2-s2.0-85092690496&origin=resultslist,2020,RoaM: Recurrently optimizing tracking model
2-s2.0-85116587529,https://www.scopus.com/record/display.url?eid=2-s2.0-85116587529&origin=resultslist,2021,Superior High-Temperature Strength in a Supersaturated Refractory High-Entropy Alloy
2-s2.0-85135040440,https://www.scopus.com/record/display.url?eid=2-s2.0-85135040440&origin=resultslist,2022,Electron delocalization triggers nonradical Fenton-like catalysis over spinel oxides
2-s2.0-85078890529,https://www.scopus.com/record/display.url?eid=2-s2.0-85078890529&origin=resultslist,2020,Nacre-Inspired Tunable Electromagnetic Interference Shielding Sandwich Films with Superior Mechanical and Fire-Resistant Protective Performance
2-s2.0-85106894854,https://www.scopus.com/record/display.url?eid=2-s2.0-85106894854&origin=resultslist,2021,Manipulating anion intercalation enables a high-voltage aqueous dual ion battery
2-s2.0-85077166544,https://www.scopus.com/record/display.url?eid=2-s2.0-85077166544&origin=resultslist,2020,Hall-Petch and inverse Hall-Petch relations in high-entropy CoNiFeAl<sub>x</sub>Cu<sub>1-x</sub> alloys
2-s2.0-85098128596,https://www.scopus.com/record/display.url?eid=2-s2.0-85098128596&origin=resultslist,2020,Phase diagram of infinite layer praseodymium nickelate Pr1-xSrxNiO2 thin films
2-s2.0-85123051095,https://www.scopus.com/record/display.url?eid=2-s2.0-85123051095&origin=resultslist,2021,VisDrone-DET2021: The Vision Meets Drone Object detection Challenge Results
2-s2.0-85132195153,https://www.scopus.com/record/display.url?eid=2-s2.0-85132195153&origin=resultslist,2022,Molecular Motion and Nonradiative Decay: Towards Efficient Photothermal and Photoacoustic Systems
2-s2.0-85106509422,https://www.scopus.com/record/display.url?eid=2-s2.0-85106509422&origin=resultslist,2021,E-LSTM-D: A Deep Learning Framework for Dynamic Network Link Prediction
2-s2.0-85106241722,https://www.scopus.com/record/display.url?eid=2-s2.0-85106241722&origin=resultslist,2021,A medium-range structure motif linking amorphous and crystalline states
2-s2.0-85125126168,https://www.scopus.com/record/display.url?eid=2-s2.0-85125126168&origin=resultslist,2022,Zeolitic imidazolate framework-L-assisted synthesis of inorganic and organic anion-intercalated hetero-trimetallic layered double hydroxide sheets as advanced electrode materials for aqueous asymmetric super-capacitor battery
2-s2.0-85055865842,https://www.scopus.com/record/display.url?eid=2-s2.0-85055865842&origin=resultslist,2020,Neural Network-Based Adaptive Control for Pure-Feedback Stochastic Nonlinear Systems with Time-Varying Delays and Dead-Zone Input
2-s2.0-85097583614,https://www.scopus.com/record/display.url?eid=2-s2.0-85097583614&origin=resultslist,2021,Deep attributed network representation learning of complex coupling and interaction
2-s2.0-85079889475,https://www.scopus.com/record/display.url?eid=2-s2.0-85079889475&origin=resultslist,2020,Giant Optical Anisotropy of Perovskite Nanowire Array Films
2-s2.0-85105965648,https://www.scopus.com/record/display.url?eid=2-s2.0-85105965648&origin=resultslist,2021,Wireless multilateral devices for optogenetic studies of individual and social behaviors
2-s2.0-85105723241,https://www.scopus.com/record/display.url?eid=2-s2.0-85105723241&origin=resultslist,2021,Revealing the structural heterogeneity of metallic glass: Mechanical spectroscopy and nanoindentation experiments
2-s2.0-85092141354,https://www.scopus.com/record/display.url?eid=2-s2.0-85092141354&origin=resultslist,2020,Selective Epitaxial Growth of Oriented Hierarchical Metal-Organic Framework Heterostructures
2-s2.0-85075396711,https://www.scopus.com/record/display.url?eid=2-s2.0-85075396711&origin=resultslist,2020,A self-powered and high sensitivity acceleration sensor with V-Q-a model based on triboelectric nanogenerators (TENGs)
2-s2.0-85125627615,https://www.scopus.com/record/display.url?eid=2-s2.0-85125627615&origin=resultslist,2022,A Nb<sub>2</sub>CT<sub>x</sub>/sodium alginate-based composite film with neuron-like network for self-powered humidity sensing
2-s2.0-85132199073,https://www.scopus.com/record/display.url?eid=2-s2.0-85132199073&origin=resultslist,2022,CLIP-NeRF: Text-and-Image Driven Manipulation of Neural Radiance Fields
2-s2.0-85079627566,https://www.scopus.com/record/display.url?eid=2-s2.0-85079627566&origin=resultslist,2020,Effects of Hf on the microstructure and mechanical properties of CoCrFeNi high entropy alloy
2-s2.0-85098849165,https://www.scopus.com/record/display.url?eid=2-s2.0-85098849165&origin=resultslist,2021,Near-infrared light II - assisted rapid biofilm elimination platform for bone implants at mild temperature
2-s2.0-85069901087,https://www.scopus.com/record/display.url?eid=2-s2.0-85069901087&origin=resultslist,2020,Enhancing Medical Smartphone Networks via Blockchain-Based Trust Management against Insider Attacks
2-s2.0-85096749202,https://www.scopus.com/record/display.url?eid=2-s2.0-85096749202&origin=resultslist,2021,Aqueous Rechargeable Metal-Ion Batteries Working at Subzero Temperatures
2-s2.0-85090539940,https://www.scopus.com/record/display.url?eid=2-s2.0-85090539940&origin=resultslist,2020,New prediction model for the ultimate axial capacity of concrete-filled steel tubes: An evolutionary approach
2-s2.0-85093516072,https://www.scopus.com/record/display.url?eid=2-s2.0-85093516072&origin=resultslist,2020,Phase-Changing Microcapsules Incorporated with Black Phosphorus for Efficient Solar Energy Storage
2-s2.0-85090183802,https://www.scopus.com/record/display.url?eid=2-s2.0-85090183802&origin=resultslist,2020,Robust stochastic optimization made easy with RSOME
2-s2.0-85129325454,https://www.scopus.com/record/display.url?eid=2-s2.0-85129325454&origin=resultslist,2022,Highly stretchable organic electrochemical transistors with strain-resistant performance
2-s2.0-85099217442,https://www.scopus.com/record/display.url?eid=2-s2.0-85099217442&origin=resultslist,2021,A universal single electrode droplet-based electricity generator (SE-DEG) for water kinetic energy harvesting
2-s2.0-85123824241,https://www.scopus.com/record/display.url?eid=2-s2.0-85123824241&origin=resultslist,2022,Effect of LDPE and biodegradable PBAT primary microplastics on bacterial community after four months of soil incubation
2-s2.0-85100618839,https://www.scopus.com/record/display.url?eid=2-s2.0-85100618839&origin=resultslist,2021,Recent progress in covalent organic frameworks as light-emitting materials
2-s2.0-85083544618,https://www.scopus.com/record/display.url?eid=2-s2.0-85083544618&origin=resultslist,2020,Simultaneous Enhancement and Modulation of Upconversion by Thermal Stimulation in Sc<sub>2</sub>Mo<sub>3</sub>O<sub>12</sub> Crystals
2-s2.0-85120373449,https://www.scopus.com/record/display.url?eid=2-s2.0-85120373449&origin=resultslist,2022,A review of recent advances in the science and technology of seawater-mixed concrete
2-s2.0-85114817021,https://www.scopus.com/record/display.url?eid=2-s2.0-85114817021&origin=resultslist,2022,Surface decoration of Halloysite nanotubes with POSS for fire-safe thermoplastic polyurethane nanocomposites
2-s2.0-85092893724,https://www.scopus.com/record/display.url?eid=2-s2.0-85092893724&origin=resultslist,2020,Bridging systems theory and data science: A unifying review of dynamic latent variable analytics and process monitoring
2-s2.0-85084424495,https://www.scopus.com/record/display.url?eid=2-s2.0-85084424495&origin=resultslist,2020,Micro-rocket robot with all-optic actuating and tracking in blood
2-s2.0-85078754870,https://www.scopus.com/record/display.url?eid=2-s2.0-85078754870&origin=resultslist,2020,Development of Copper Nanoclusters for In Vitro and In Vivo Theranostic Applications
2-s2.0-85085764673,https://www.scopus.com/record/display.url?eid=2-s2.0-85085764673&origin=resultslist,2020,Prediction and memory: A predictive coding account
2-s2.0-85121983095,https://www.scopus.com/record/display.url?eid=2-s2.0-85121983095&origin=resultslist,2022,Preparation of Au@Pd Core-Shell Nanorods with fcc-2H- fcc Heterophase for Highly Efficient Electrocatalytic Alcohol Oxidation
